Id_slikarja;Ime;Narodnost;Obdobje 
3280;PISANO, Nino;Italian;1351-1400
4255;USSI, Stefano;Italian;1851-1900
739;CARLONE, Giovanni Battista;Italian;1601-1650
292;BELBELLO DA PAVIA, Luchino;Italian;1401-1450
956;CONTIN, Francesco;Italian;1601-1650
214;BARNA DA SIENA;Italian;1301-1350
1804;GUÉLARD, Jean-Baptiste-Antoine;French;1701-1750
1871;HAU, Edward Petrovich;Russian;1801-1850
2016;INNES, George;American;1851-1900
3210;PETERSSEN, Eilif;Norwegian;1851-1900
3726;SARAZIN DE BELMONT, Louise Joséphine;French;1801-1850
3442;REGGIO, Jacopino and Bartolomeo da;Italian;1301-1350
1766;GREVENBROECK, Alessandro;Dutch;1701-1750
1717;GOTHIC GLASS PAINTER, English;English;1201-1250
1741;GRAFF, Anton;German;1751-1800
1788;GROSSO, Niccol?;Italian;1451-1500
316;BEMBO, Giovan Francesco;Italian;1501-1550
128;ARENTSZ., Arent;Dutch;1601-1650
1672;GIOVANNI DI PAOLO;Italian;1451-1500
2637;MASTER of the Borgo Crucifix;Italian;1251-1300
1521;GABBIANI, Anton Domenico;Italian;1651-1700
1312;ERHART, Gregor;German;1501-1550
1560;GARNIER, Louis;French;1651-1700
612;BRUEGHEL, Ambrosius;Flemish;1651-1700
185;BAILLY, Jacques II;French;1701-1750
2196;LA THANGUE, Henry Herbert;English;1851-1900
1644;GIORGETTI, Antonio;Italian;1651-1700
3078;OTTONI, Lorenzo;Italian;1651-1700
892;CLAUSEN, George;English;1851-1900
1215;DORIGNY, Louis;French;1651-1700
213;BARKER, Thomas Jones;English;1851-1900
2796;MIGNARD, Pierre;French;1651-1700
3537;ROCCA, Giacomo;Italian;1551-1600
3371;PUCCIO DI SIMONE;Italian;1351-1400
1969;HOOFT, Willem Dirksz.;Dutch;1601-1650
2660;MASTER of the Life of the Virgin;German;1451-1500
1046;CRESPI, Giovanni Battista;Italian;1551-1600
3538;ROCCA, Michele;Italian;1701-1750
1283;DÜRER, Albrecht;German;1501-1550
3793;SCHUFFENECKER, Emile;French;1851-1900
49;ALLORI, Alessandro;Italian;1551-1600
4050;TESTA, Pietro;Italian;1601-1650
2350;LIEZEN-MAYER, Sándor;Hungarian;1851-1900
661;CABAT, Louis-Nicolas;French;1851-1900
3267;PINEAU, Nicolas;French;1701-1750
2428;LOTH, Johann Karl;German;1651-1700
4241;UNKNOWN WEAVER, Dutch;Dutch;1651-1700
2590;MASTER IAM of Zwolle;Netherlandish;1451-1500
4243;UNKNOWN WEAVER, Flemish;Flemish;1401-1450
545;BOUTS, Dieric the Younger;Netherlandish;1451-1500
792;CATS, Jacob;Dutch;1751-1800
2775;MICHEL, Georges;French;1801-1850
1174;DIAMANTE, Fra;Italian;1451-1500
608;BROWN, Mather;American;1801-1850
3711;SANGALLO, Bastiano da;Italian;1501-1550
104;ANTELAMI, Benedetto;Italian;1151-1200
2672;MASTER of the Registrum Gregorii;German;1001-1050
1654;GIOVANNI da Bologna;Italian;1351-1400
1135;DELANE, Solomon;Irish;1751-1800
1436;FONTANA, Flaminio;Italian;1551-1600
3786;SCHOUMAN, Aert;Dutch;1701-1750
2447;LUTTICHUIJS, Isaac;Dutch;1651-1700
825;CERVELLI, Federico;Italian;1651-1700
1544;GALLIARI, Fabrizio;Italian;1751-1800
3141;PARS, William;English;1751-1800
2728;MEISSONNIER, Juste-Aur?le;French;1701-1750
500;BOS, Cornelis;Netherlandish;1501-1550
3660;RYSBRACK, John Michael;Flemish;1701-1750
3109;PALLADIO, Andrea;Italian;1551-1600
615;BRUEGHEL, Pieter III;Flemish;1601-1650
1997;HULSDONCK, Jacob van;Flemish;1601-1650
914;COCK, Paul de;Flemish;1751-1800
3566;ROMANESQUE PAINTER, Austrian;Austrian;1151-1200
1559;GARNIER, François;French;1601-1650
2973;NERI, Pietro Martire;Italian;1601-1650
4105;TOMMASO DI CREDI;Italian;1451-1500
4120;TOSINI, Michele;Italian;1501-1550
724;CAPRIOLO, Domenico;Italian;1501-1550
2735;MELLIN, Charles;French;1601-1650
729;CARBAJAL, Luis de;Spanish;1551-1600
1327;EVERDINGEN, Allaert van;Dutch;1651-1700
632;BUGLIONI, Benedetto;Italian;1451-1500
3128;PAOLO ROMANO;Italian;1451-1500
2753;MERCIER, Philipe;French;1701-1750
934;COLLOT, Marie-Anne;French;1751-1800
2033;JACOBSEN, Niels Hansen;Danish;1851-1900
2423;LORENZO DI CREDI;Italian;1451-1500
2654;MASTER of the Legend of Saint Barbara;Flemish;1451-1500
3317;PONTIUS, Paulus;Flemish;1601-1650
3070;OS, Georgius van;Dutch;1801-1850
476;BONITO, Giuseppe;Italian;1701-1750
343;BERGH, Gillis Gillisz. de;Dutch;1601-1650
2874;MONTA?ÉS, Juan Martínez;Spanish;1601-1650
1417;FLANDRIN, Hippolyte;French;1801-1850
654;BUTINONE, Bernardino Jacopi;Italian;1451-1500
3108;PALIZZI, Giuseppe;Italian;1851-1900
2474;MAGNO, Giovanni Battista;Italian;1601-1650
1078;DAFFINGER, Moritz Michael;Austrian;1801-1850
2169;KONINCK, Philips;Dutch;1651-1700
1343;FACCINI, Pietro;Italian;1551-1600
1399;FICHERELLI, Felice;Italian;1601-1650
3425;RAUCH, Christian Daniel;German;1801-1850
538;BOURDELLE, Émile-Antoine;French;1851-1900
2082;JONGKIND, Johan Barthold;Dutch;1851-1900
1192;DO, Giovanni;Spanish;1601-1650
2062;JAQUOTOT, Marie-Victoire;French;1801-1850
2273;LECOMTE, Hippolyte;French;1801-1850
1580;GEEL, Jacob van;Dutch;1601-1650
1656;GIOVANNI DA MILANO;Italian;1301-1350
2363;LINTHORST, Jacobus;Dutch;1751-1800
1593;GENTILESCHI, Artemisia;Italian;1601-1650
1815;GUIDO DI GRAZIANO;Italian;1251-1300
2699;MAUREAU, Alphonse;French;1851-1900
3153;PATCH, Thomas;English;1751-1800
3069;ORTOLANO;Italian;1501-1550
3846;SICKERT, Walter Richard;English;1851-1900
1217;D'ORSI, Achille;Italian;1851-1900
1085;DALENS, Dirck I;Dutch;1601-1650
3079;OUDINÉ, Eug?ne André;French;1851-1900
1587;GEMITO, Vincenzo;Italian;1851-1900
3833;SERWOUTERS, Pieter;Flemish;1601-1650
3610;ROSSI, Domenico;Italian;1701-1750
644;BURG, Adriaan van der;Dutch;1701-1750
373;BESNARD, Albert;French;1851-1900
3412;RAINALDI, Carlo;Italian;1651-1700
4263;VALADIER, Luigi;Italian;1751-1800
3643;RUSCONI, Camillo;Italian;1701-1750
2495;MALTON, James;English;1751-1800
1358;FARINATI, Paolo;Italian;1551-1600
1292;EDELFELT, Albert;Finnish;1851-1900
4352;VERONESE, Paolo;Italian;1551-1600
2994;NICOL, Erskine;Scottish;1851-1900
2742;MEMMO DI FILIPPUCCIO;Italian;1301-1350
3780;SCHONGAUER, Martin;German;1451-1500
1985;HOYAU, Charles;French;1601-1650
606;BROUWER, Gerloff;Dutch;1651-1700
4072;TIECK, Christian Friedrich;German;1801-1850
928;COLIN, Alexandre-Marie;French;1801-1850
1077;DAEL, Jan Frans van;Belgian;1801-1850
2999;NIGETTI, Matteo;Italian;1601-1650
3247;PIETRASANTA, Jacopo da;Italian;1451-1500
2941;MUTTONI, Francesco;Italian;1701-1750
1296;EERTVELT, Andries van;Flemish;1601-1650
3909;SOROLLA Y BASTIDA, Joaquín;Spanish;1851-1900
2047;JACOPO DI CIONE;Italian;1351-1400
4407;VITALI, Ivan Petrovich;Russian;1801-1850
1286;EAKINS, Thomas;American;1851-1900
3623;ROUBILIAC, Louis-François;French;1701-1750
33;ALBANI, Francesco;Italian;1601-1650
2765;METZ, Conrad Martin;German;1751-1800
2361;LINT, Hendrik Frans van;Flemish;1701-1750
4173;UKHTOMSKY, Konstantin Andreyevich;Russian;1851-1900
4135;TREVISANI, Francesco;Italian;1651-1700
4601;ZUCCHI, Andrea;Italian;1701-1750
34;ALBEREGNO, Jacobello;Italian;1351-1400
2756;MERIAN, Matthäus the Elder;Swiss;1601-1650
2205;LAFRERI, Antonio;French;1501-1550
1635;GILLOT, Claude;French;1701-1750
3983;STROOBANT, François;Belgian;1851-1900
2100;JUSTE, Jean;French;1501-1550
1722;GOTHIC GLASS PAINTER, Swiss;Swiss;1451-1500
1248;DUCCIO di Buoninsegna;Italian;1301-1350
182;BAGLIONE, Giovanni;Italian;1601-1650
3592;ROOS, Jan;Flemish;1601-1650
2586;MASTER FVB;Flemish;1451-1500
704;CAMPI, Giulio;Italian;1501-1550
1903;HEMESSEN, Jan Sanders van;Flemish;1501-1550
1501;FRIESS, Joachim;German;1601-1650
927;COLI, Giovanni;Italian;1651-1700
2521;MARCO ROMANO;Italian;1301-1350
1172;DEVIS, Thomas Anthony;English;1751-1800
679;CAJES, Eugenio;Spanish;1601-1650
1241;DUBOIS-PILLET, Albert;French;1851-1900
447;BOILLY, Louis Léopold;French;1751-1800
3110;PALMA GIOVANE;Italian;1551-1600
4302;VEIT, Philipp;German;1801-1850
943;COMPE, Jan ten;Dutch;1701-1750
1909;HERRERA, Francisco de, the Elder;Spanish;1601-1650
2418;LORENZETTO;Italian;1501-1550
3326;PORPORA, Paolo;Italian;1651-1700
3341;POWERS, Hiram;American;1801-1850
1890;HEERMANN, Paul;German;1701-1750
762;CARRI?RE, Eug?ne;French;1851-1900
2095;JUAN DE FLANDES;Spanish;1501-1550
3710;SANGALLO, Antonio da, the Younger;Italian;1501-1550
416;BLEKER, Gerrit Claesz;Dutch;1601-1650
3387;QUEIROLO, Francesco;Italian;1701-1750
3852;SILOE, Diego de;Spanish;1501-1550
4020;TAMM, Franz Werner von;German;1651-1700
2298;LEMONNIER, Anicet-Charles-Gabriel;French;1751-1800
2003;HUQUIER, Gabriel;French;1701-1750
3338;POURBUS, Frans the Younger;Flemish;1601-1650
3778;SCHOENEWERK, Alexandre;French;1851-1900
2984;NICCOL? DA FOLIGNO;Italian;1451-1500
2946;NALDINI, Giovan Battista;Italian;1551-1600
3250;PIETRO DA MILANO;Italian;1451-1500
579;BREGNO, Andrea;Italian;1451-1500
4303;VELA, Vincenzo;Italian;1851-1900
1346;FALCONE, Aniello;Italian;1601-1650
62;ALTOMONTE, Martino;Austrian;1651-1700
2688;MATHAM, Theodor;Dutch;1601-1650
2276;LEE, Frederick Richard;English;1801-1850
2037;JACOMART, Jaume Baço;Spanish;1401-1450
630;BUFFALMACCO, Bounamico;Italian;1301-1350
2664;MASTER of the Osservanza;Italian;1401-1450
2681;MASTER of the Votive Picture of Sankt Lambrecht;Austrian;1401-1450
668;CACCINI, Giovanni Battista;Italian;1551-1600
1771;GRIGI, Guglielmo de';Italian;1501-1550
2277;LEEMPUT, Remigius van;Flemish;1601-1650
3420;RAOUX, Jean;French;1701-1750
816;CELLIER, Jacques;French;1551-1600
1783;GROHAR, Ivan;Other;1851-1900
505;BOSIO, François-Joseph;French;1801-1850
4434;VOORT, Michiel van der, the Elder;Flemish;1701-1750
2185;KRUG, Hans I;German;1501-1550
855;CHILONE, Vincenzo;Italian;1801-1850
3264;PILOTY, Karl Theodor von;German;1851-1900
2509;MANTEGAZZA, Cristoforo;Italian;1451-1500
3031;OCAMPO, Andrés de;Spanish;1551-1600
4052;TETRODE, Willem Danielsz van;Dutch;1551-1600
2859;MOLLI, Clemente;Italian;1601-1650
4550;WRIGHT, John Michael;English;1651-1700
764;CARSTENS, Asmus Jakob;Danish;1701-1750
2851;MOLA, Pier Francesco;Italian;1601-1650
578;BREGHTEL, Hans Conraedt;German;1601-1650
64;AMADEO, Giovanni Antonio;Italian;1451-1500
830;CHAMBERLIN, Mason the Elder;English;1751-1800
3562;ROMANESQUE GLASS PAINTER, English;English;1151-1200
4369;VIANI, Giovanni Maria;Italian;1651-1700
1090;DALMAU, Lluis;Catalan;1401-1450
1714;GORO DI GREGORIO;Italian;1301-1350
4582;ZELOTTI, Giovanni Battista;Italian;1551-1600
2113;KENSETT, John Frederick;American;1851-1900
3214;PETO, John Frederick;American;1851-1900
3573;ROMANESQUE PAINTER, Swiss;Swiss;1101-1150
4311;VELDE, Peter van den;Flemish;1651-1700
3730;SARRI, Egisto;Italian;1851-1900
4525;WILSON, Richard;English;1751-1800
1873;HAVERMAN, Margareta;Dutch;1701-1750
1324;ETEX, Antoine;French;1801-1850
1097;DANDINI, Vincenzo;Italian;1601-1650
3908;SORMANI, Paul;French;1801-1850
51;ALLSTON, Washington;American;1801-1850
3057;OPPENORDT, Alexandre-Jean;French;1651-1700
4164;UBERTI, Pietro;Italian;1701-1750
3773;SCHINKEL, Karl Friedrich;German;1801-1850
4516;WILLAERTS, Adam;Dutch;1601-1650
2525;MARGARITO D'AREZZO;Italian;1251-1300
4240;UNKNOWN POTTER, Portuguese;Portuguese;1451-1500
1404;FILLOEUL, Pierre;French;1701-1750
1736;GOYA Y LUCIENTES, Francisco de;Spanish;1801-1850
3044;OLIVER, Peter;English;1601-1650
1473;FRANCESCO DI GIORGIO MARTINI;Italian;1451-1500
4576;ZARZA, Vasco de la;Spanish;1501-1550
3083;OUWATER, Albert van;Netherlandish;1451-1500
3927;SPITZWEG, Carl;German;1801-1850
3272;PIONIEZ, Pierre;French;1751-1800
4170;UGOLINO DI VIERI;Italian;1301-1350
2822;MINIATURIST, French;French;1001-1050
3851;SILO, Adam;Dutch;1701-1750
1203;DOMENICO DI MICHELINO;Italian;1451-1500
4585;ZICHY, Mihály;Hungarian;1851-1900
2845;MOINE, Antonin-Marie;French;1801-1850
2200;LABRUZZI, Carlo;Italian;1751-1800
108;ANTIGNA, Alexandre;French;1801-1850
569;BRAY, Joseph de;Dutch;1651-1700
1943;HOECKE, Jan van den;Flemish;1601-1650
1339;FABRIS, Pietro;Italian;1751-1800
4086;TIROL, Hans;German;1551-1600
4512;WILDENS, Jan;Flemish;1601-1650
1311;EPINAY, Prosper d';French;1851-1900
2960;NATUS, Johannes;Dutch;1651-1700
549;BOYS, Thomas Shotter;English;1801-1850
3843;SIBERECHTS, Jan;Flemish;1651-1700
2995;NICOLA DA URBINO;Italian;1501-1550
3137;PARLER, Peter;German;1351-1400
4111;TORELLI, Stefano;Italian;1701-1750
1663;GIOVANNI D'AGOSTINO;Italian;1301-1350
566;BRANT, Sebastian;German;1451-1500
2210;LAJOUE, Jacques de;French;1701-1750
191;BALDUCCI, Giovanni;Italian;1551-1600
3405;RAFFET, Auguste;French;1801-1850
1446;FORNENBURGH, Jan Baptist van;Dutch;1601-1650
2744;MÉNAGEOT, François-Guillaume;French;1751-1800
3201;PERROT, Antoine Marie;French;1801-1850
3875;SLINGELAND, Pieter Cornelisz. van;Dutch;1651-1700
2820;MINIATURIST, Flemish;Flemish;1151-1200
4529;WINTERHALTER, Josef the Younger;German;1751-1800
2959;NATTIER, Jean-Marc;French;1701-1750
521;BOTTICINI, Raffaello;Italian;1501-1550
935;COLOMBE, Jean;French;1451-1500
463;BONANNO DA PISA;Italian;1151-1200
676;CAGNACCI, Guido;Italian;1651-1700
459;BOLTRAFFIO, Giovanni Antonio;Italian;1451-1500
1781;GROENEWEGEN, Pieter Anthonisz. van;Dutch;1601-1650
252;BATONI, Pompeo;Italian;1751-1800
3650;RUSTICI, Giovanni Francesco;Italian;1501-1550
1186;DILLENS, Julien;Belgian;1851-1900
4106;TOORENVLIET, Jacob;Dutch;1651-1700
3849;SIGNORELLI, Luca;Italian;1451-1500
4430;VOLPATO, Giovanni;Italian;1751-1800
1571;GATTI, Bernardino;Italian;1501-1550
1133;DELACROIX, Eug?ne;French;1801-1850
658;BÜRKEL, Heinrich;German;1801-1850
3274;PIRANESI, Giovanni Battista;Italian;1751-1800
1582;GEFFELS, Frans;Flemish;1651-1700
2313;LEONI, Ottavio;Italian;1601-1650
2217;LAMPI, Johann Baptist I;Austrian;1751-1800
1068;CULLEN, Maurice Galbraith;Other;1851-1900
2916;MOSCA, Francesco;Italian;1551-1600
2983;NICCOL? DA BOLOGNA;Italian;1351-1400
4194;UNKNOWN GLASS MASTER, Netherlandish;Netherlandish;1551-1600
2982;NICCOL?;Italian;1101-1150
1685;GISLEBERTUS;French;1101-1150
2272;LECOMTE, Félix;French;1751-1800
2666;MASTER of the Parrot;Flemish;1501-1550
3502;RIGHETTI, Francesco;Italian;1751-1800
470;BONFIGLI, Benedetto;Italian;1451-1500
147;ASTOR, Diego de;Spanish;1601-1650
1515;FURINI, Francesco;Italian;1601-1650
3495;RIEDEL, August;German;1801-1850
1371;FERENCZY, Károly;Hungarian;1851-1900
1181;DIEUSSART, François;Flemish;1601-1650
4176;UNKNOWN ARCHITECT, Bohemian;Bohemian;1051-1100
760;CARRIERA, Rosalba;Italian;1701-1750
3090;PACECCO;Italian;1601-1650
952;CONTE, Jacopino del;Italian;1551-1600
2463;MADOU, Jean-Baptiste;Belgian;1801-1850
4154;TSAFOURIS, Nikolaos;Greek;1451-1500
1412;FISCHER VON ERLACH, Johann Bernhard;Austrian;1651-1700
2840;MITELLI, Agostino;Italian;1601-1650
3145;PASQUETTI, Fortunato;Italian;1701-1750
247;BASSETTI, Marcantonio;Italian;1601-1650
1598;GERHAERT VAN LEYDEN, Nicolaus;Dutch;1451-1500
696;CAMILO, Francisco;Spanish;1651-1700
3084;OUWATER, Isaak;Dutch;1751-1800
4080;TILLEMANS, Peter;English;1701-1750
2126;KEY, Willem;Flemish;1501-1550
3782;SCHOOTEN, Floris Gerritsz. van;Dutch;1601-1650
2711;MAZZETTI TENCALLA, Carpoforo;Italian;1701-1750
1519;FÜHRICH, Joseph von;Bohemian;1801-1850
3361;PROCACCINI, Ercole II;Italian;1601-1650
1992;HUET, Jean-Baptiste-Marie I;French;1751-1800
171;BACKER, Jacob de;Flemish;1551-1600
2127;KEYSER, Hendrick de;Dutch;1601-1650
2162;KOEDIJCK, Isaack;Dutch;1601-1650
97;ANGUIER, François;French;1601-1650
4035;TEERLINC, Levina;Flemish;1551-1600
3320;POOL, Matthys;Dutch;1701-1750
1166;DETAILLE, Jean Baptiste Edouard;French;1851-1900
536;BOULLOGNE, Bon;French;1651-1700
1701;GOLTZIUS, Hendrick;Dutch;1551-1600
997;COSTER, Arent;Netherlandish;1501-1550
176;BAELLIEUR, Cornelis de;Flemish;1601-1650
1891;HEIDELOFF, Josef;German;1751-1800
2207;LAGRENÉE, Jean-Jacques;French;1751-1800
3641;RUOPPOLO, Giovanni Battista;Italian;1651-1700
412;BLANCHARD, Pharamond;French;1801-1850
3534;ROBINSON. Theodore;American;1851-1900
1855;HAMILTON, Philipp Ferdinand de;Scottish;1701-1750
1529;GAI, Antonio;Italian;1701-1750
1489;FRANÇOIS, Guy;French;1601-1650
4504;WHITCOMBE, Thomas;English;1751-1800
4001;SWAINE, Francis;English;1751-1800
1764;GREUTER, Matthias;German;1601-1650
2451;MAAS, Dirk;Dutch;1651-1700
960;COOPER, Abraham;English;1801-1850
3675;SAGRESTANI, Giovanni Camillo;Italian;1701-1750
2862;MOMPER, Frans de;Flemish;1601-1650
702;CAMPENY Y ESTANY, Damián;Catalan;1801-1850
3928;SPRANGER, Bartholomaeus;Flemish;1551-1600
3956;STOCK, Andries Jacobsz.;Dutch;1601-1650
4259;VACCARO, Andrea;Italian;1601-1650
2107;KAULBACH, Wilhelm von;German;1801-1850
4143;TROPININ, Vasily Andreyevich;Russian;1801-1850
3521;RIZZO, Antonio;Italian;1451-1500
1901;HELT STOCKADE, Nicolaes van;Dutch;1601-1650
135;ASAM, Cosmas Damian;German;1701-1750
2556;MARTIN, John;English;1801-1850
1061;CROSATO, Giovanni Battista;Italian;1701-1750
274;BEECKMAN, Andries;Dutch;1651-1700
4481;WEIDITZ, Christoph;German;1501-1550
2857;MOLINERI, Giovanni Antonio;Italian;1601-1650
2476;MAIANO, Benedetto da;Italian;1451-1500
2957;NATOIRE, Charles-Joseph;French;1701-1750
4256;UTENS, Giusto;Flemish;1601-1650
2121;KESSEL, Jan van;Dutch;1601-1650
1681;GIROLAMO DA TREVISO the Younger;Italian;1501-1550
763;CARS, Laurent;French;1701-1750
3645;RUSI?OL Y PRATS, Santiago;Catalan;1851-1900
2802;MIJTENS, Daniel I;Dutch;1601-1650
4483;WEIR, Julian Alden;American;1851-1900
2824;MINIATURIST, Greek;Greek;1001-1050
2757;MERIAN, Matthäus the Younger;Swiss;1651-1700
2600;MASTER of Avila;Spanish;1451-1500
1297;EGERI, Carl von;Swiss;1501-1550
1125;DECAMPS, Alexandre Gabriel;French;1801-1850
2002;HUPIN, Jacques;French;1651-1700
4297;VECCHIA, Pietro della;Italian;1601-1650
2419;LORENZI, Battista di Domenico;Italian;1551-1600
3158;PATON, Sir Joseph Noel;Scottish;1851-1900
3683;SALIBA, Antonio de;Italian;1501-1550
2557;MARTIN, Pierre-Denis;French;1651-1700
2454;MACCHIETTI, Girolamo;Italian;1551-1600
2812;MILLET, Francisque;French;1651-1700
2810;MILI?EVI?, Kosta;Other;1851-1900
1987;HUBER, Wolf;German;1501-1550
4594;ZOFFANY, Johann;German;1751-1800
3896;SOLDI, Andrea;Italian;1701-1750
546;BOUYS, André;French;1701-1750
2270;LEBOURG, Albert-Charles;French;1851-1900
1779;GRIMOU, Alexis;French;1701-1750
777;CASTELLANO, Manuel;Spanish;1801-1850
600;BRONCHORST, Jan Gerritsz van;Dutch;1601-1650
657;BUYTEWECH, Willem Pietersz.;Dutch;1601-1650
2087;JORDAENS, Jacob;Flemish;1651-1700
2297;LEMOINE, Pierre-Antoine;French;1601-1650
1831;HACKERT, Georg Abraham;German;1751-1800
446;BOGUET, Nicolas-Didier;French;1751-1800
1491;FRANQUE, Jean-Pierre;French;1801-1850
1023;COX, David;English;1801-1850
3277;PISANO, Andrea;Italian;1301-1350
3325;PORDENONE;Italian;1501-1550
2392;LOMBARDO, Pietro;Italian;1451-1500
4169;UGOLINO DI TEDICE;Italian;1251-1300
2155;KOBELL, Hendrik;Dutch;1751-1800
2480;MAINO, Fray Juan Bautista;Spanish;1601-1650
1479;FRANCIABIGIO;Italian;1501-1550
1769;GRIFO DI TANCREDI;Italian;1251-1300
4291;VASSALLETTO, Pietro;Italian;1151-1200
2967;NEER, Aert van der;Dutch;1601-1650
1707;GONZÁLEZ VELÁZQUEZ, Zacarías;Spanish;1801-1850
1724;GOTHIC SCULPTOR, Flemish;Flemish;1351-1400
2816;MINIATURIST, Austrian;Austrian;1001-1050
163;AZEGLIO, Massimo Taparelli, Marquis d';Italian;1801-1850
1948;HOGARTH, William;English;1701-1750
3291;POCCETTI, Bernardino;Italian;1551-1600
2496;MALVITO, Tommaso;Italian;1451-1500
1744;GRANACCI, Francesco;Italian;1501-1550
1387;FERRARI, Luca;Italian;1601-1650
3798;SCHWARZ, Christoph;German;1551-1600
4555;WYATT, Matthew Cotes;English;1851-1900
1258;DUMONT, Augustin-Alexandre;French;1801-1850
4094;TITO, Tiberio di;Italian;1601-1650
592;BRITTO, Giovanni;Italian;1501-1550
3058;ORCAGNA;Italian;1351-1400
69;AMIGONI, Jacopo;Italian;1701-1750
2414;LORCK, Melchior;Danish;1551-1600
3913;SPADINO, Giovanni Paolo;Italian;1651-1700
152;AUDRAN, Jean;French;1701-1750
3869;SITTOW, Michel;Flemish;1501-1550
2256;LE CLERC, Sébastien I;French;1701-1750
2406;LOOFS, Adam;Dutch;1651-1700
2807;MILANI, Aureliano;Italian;1701-1750
369;BERTOLDO DI GIOVANNI;Italian;1451-1500
2020;ISAIA DA PISA;Italian;1451-1500
4007;SWEERTS, Michiel;Flemish;1651-1700
2386;LOISEAU, Gustave;French;1851-1900
1110;DAUCHER, Adolf;German;1501-1550
973;CORNACCHINI, Agostino;Italian;1701-1750
371;BERTUCCIO DA VENEZIA;Italian;1301-1350
1655;GIOVANNI DA CAMPIONE;Italian;1301-1350
2491;MALLET, Jean-Baptiste;French;1801-1850
2194;LA FOSSE, Charles de;French;1651-1700
74;ANDERSON, William;Scottish;1801-1850
2441;LUINI, Bernardino;Italian;1501-1550
3097;PADOVANINO;Italian;1601-1650
2575;MASSON, François;French;1751-1800
4498;WET, Gerrit de;Dutch;1601-1650
3037;ODEVAERE, Joseph-Denis;Flemish;1801-1850
1799;GUARDI, Gianantonio;Italian;1701-1750
2394;LONGHENA, Baldassare;Italian;1601-1650
3236;PICOU, Henri Pierre;French;1851-1900
3351;PRENDERGAST, Maurice Brazil;American;1851-1900
4416;VLIEGER, Simon de;Dutch;1601-1650
1747;GRASDORP, Willem;Dutch;1701-1750
3157;PATER, Jean Baptiste Joseph;French;1701-1750
3088;PAÁL, László;Hungarian;1851-1900
2010;HÜBNER, Julius;German;1801-1850
3511;RING, Laurits Andersen;Danish;1851-1900
